,Person ID,Region,Residence Type,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,Approximated Social Grade
495036,7900225,E12000007,H,5,1,1,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
559156,7898065,E12000007,C,-9,1,1,2,1,1,2,1,1,9,4,2,8,-9,-9
286698,7685663,E12000009,H,2,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
565957,7742696,E12000002,C,-9,1,2,8,2,2,1,2,1,2,5,6,10,-9,-9
353198,7754169,E12000002,H,2,1,1,5,2,2,2,2,3,6,2,5,5,2,4
484085,7887359,E12000007,H,2,1,2,6,2,2,2,2,3,8,1,6,10,2,3
478023,7884009,E12000007,H,1,1,1,3,1,2,1,2,3,2,1,7,4,3,4
2890,7397698,E12000001,H,1,1,1,3,1,2,1,1,1,1,1,2,2,3,1
315542,7717525,E12000005,H,2,1,2,7,2,2,1,2,1,2,1,7,4,2,4
64573,7458887,E12000006,H,1,1,1,6,4,2,2,1,1,2,1,6,11,3,3
513778,7918266,E12000007,H,3,1,2,4,1,2,1,2,1,1,1,2,9,3,1
227212,7624207,E12000002,H,3,1,1,1,1,2,1,2,1,2,-9,-9,-9,-9,-9
119802,7517321,E12000008,H,2,1,2,2,1,1,1,1,1,1,4,-9,-9,-9,2
281732,7681193,E12000009,H,2,1,1,5,2,2,1,1,1,2,2,8,6,4,3
435551,7840305,E12000003,H,3,1,1,3,1,2,1,2,1,2,1,5,3,3,3
133034,7530529,E12000002,H,5,1,2,5,4,2,1,2,1,2,1,6,11,3,4
364655,7767467,E12000002,H,2,1,1,3,2,2,1,1,1,1,1,9,6,4,4
279845,7680557,E12000008,H,2,1,2,2,1,1,1,2,1,2,4,7,4,1,2
148718,7546851,E12000009,H,2,1,1,4,2,2,1,1,1,2,1,3,9,3,2
115380,7511788,E12000009,H,3,1,1,3,1,2,1,2,1,2,1,4,4,3,2
212325,7611973,E12000008,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
390705,7792895,E12000001,H,1,1,1,4,1,2,1,2,1,2,2,5,4,2,3
435863,7839565,E12000003,H,1,1,2,8,1,2,1,2,1,2,5,4,4,-9,2
54397,7452442,E12000009,H,2,1,1,8,2,2,1,2,1,9,1,9,4,2,4
84640,7483751,E12000008,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
124059,7519982,E12000008,H,-9,2,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
32417,7425026,E12000004,H,3,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
395048,7808446,E12000005,H,1,1,2,6,4,2,1,4,1,1,8,7,4,-9,4
308185,7708692,E12000008,H,1,1,2,8,5,2,1,3,1,2,1,1,4,2,1
498517,7903262,E12000007,H,2,1,1,8,2,2,1,2,1,2,5,-9,-9,-9,4
400012,7806773,E12000005,H,2,1,1,1,1,2,1,1,3,6,-9,-9,-9,-9,-9
77426,7474259,E12000008,H,3,1,2,2,1,2,2,1,1,2,1,4,5,4,2
534243,7945547,W92000004,H,1,1,1,7,5,2,1,3,1,1,8,1,2,-9,2
94633,7491697,E12000001,H,2,1,2,5,2,2,1,3,1,2,7,6,11,-9,4
451866,7853882,E12000007,H,2,1,1,1,1,1,1,2,1,2,-9,-9,-9,-9,-9
372268,7775199,E12000003,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
199711,7601189,E12000006,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
332368,7731355,E12000005,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
281258,7682551,E12000009,H,1,1,2,6,4,2,1,3,1,1,8,2,10,-9,1
555438,7960620,W92000004,H,2,1,1,8,2,2,1,2,1,2,5,5,2,-9,3
533580,7943185,W92000004,H,2,1,2,6,2,2,1,1,1,2,1,2,11,3,1
113772,7509945,E12000009,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
410350,7812794,E12000005,H,4,1,2,1,1,1,1,1,3,4,-9,-9,-9,-9,-9
520374,7925998,E12000007,H,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
121263,7516573,E12000006,H,3,1,1,7,4,2,1,2,1,2,2,2,8,4,1
450347,7851651,E12000007,H,3,1,1,5,4,2,1,1,1,2,2,2,8,3,1
444623,7850690,E12000007,H,3,1,2,5,4,2,1,2,1,2,7,8,2,-9,4
21306,7415743,E12000003,H,2,1,1,3,2,2,1,1,1,2,1,3,2,3,1
538914,7942469,W92000004,H,2,1,2,7,2,2,1,3,1,2,8,9,2,-9,1
209380,7608165,E12000008,H,1,1,1,5,4,2,1,2,1,3,1,4,6,3,2
180562,7577812,E12000009,H,1,1,1,4,4,2,1,4,1,9,8,8,2,-9,4
161079,7561005,E12000006,H,2,1,1,5,2,2,1,1,1,1,1,3,7,3,2
491574,7894420,E12000007,H,1,1,2,8,1,2,2,2,1,2,5,6,10,-9,4
118041,7515295,E12000006,H,2,1,1,2,1,1,1,1,1,1,4,9,8,-9,2
414807,7821437,E12000005,H,2,1,1,5,2,2,1,3,1,2,1,3,7,3,1
303849,7702715,E12000008,H,-9,2,2,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
358844,7758048,E12000002,H,1,1,2,8,5,2,1,3,1,9,5,9,5,-9,4
364237,7769541,E12000002,H,2,1,2,8,2,2,1,1,1,5,7,4,2,-9,1
530042,7933593,W92000004,H,2,1,1,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
266893,7669390,E12000004,H,3,1,1,1,1,2,1,2,1,1,-9,-9,-9,-9,-9
526632,7932811,E12000007,H,5,1,1,3,1,2,2,1,5,6,7,-9,-9,-9,4
208854,7608425,E12000008,H,1,1,2,7,5,2,2,3,3,7,5,5,2,-9,3
311169,7711869,E12000008,H,3,1,2,7,1,2,1,2,1,2,5,7,4,-9,3
265626,7664224,E12000003,H,5,1,1,3,1,2,2,1,1,2,3,3,5,-9,1
520316,7925372,E12000007,H,2,1,1,1,1,1,1,1,3,6,-9,-9,-9,-9,-9
473084,7873414,E12000007,H,1,1,1,3,1,2,1,3,1,2,9,-9,-9,-9,4
194822,7593244,E12000006,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
370162,7774498,E12000002,H,5,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
392621,7793644,E12000001,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
385886,7785040,E12000003,H,3,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
490487,7895932,E12000007,H,5,1,2,3,1,2,1,2,1,1,3,4,4,-9,2
437054,7843026,E12000003,H,2,1,2,1,1,2,1,2,1,1,-9,-9,-9,-9,-9
102094,7502441,E12000005,H,3,1,1,3,1,2,1,1,1,2,1,2,10,3,1
12748,7410463,E12000003,H,2,1,2,5,2,2,1,1,1,2,2,3,11,1,2
503549,7911272,E12000007,H,1,1,1,3,1,2,2,4,4,6,1,9,10,4,3
538713,7940952,W92000004,H,3,1,2,3,1,2,1,2,1,9,1,4,9,3,2
509343,7913920,E12000007,H,2,1,2,2,1,1,1,2,1,1,4,9,4,-9,2
455169,7856234,E12000007,H,2,1,1,7,2,2,1,2,1,8,5,8,4,-9,3
69906,7463225,E12000008,H,2,1,1,5,2,2,1,2,1,1,1,8,2,3,3
433276,7837118,E12000003,H,2,1,1,8,2,2,1,4,1,1,5,8,2,-9,4
406622,7811420,E12000005,H,3,1,2,1,1,2,1,2,1,1,-9,-9,-9,-9,-9
338965,7741670,E12000002,H,2,1,2,6,2,2,1,1,1,2,1,6,11,3,3
561561,7813618,E12000005,C,-9,3,2,2,1,2,2,2,3,9,6,3,4,-9,-9
420249,7822340,E12000005,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
472260,7875392,E12000007,H,1,1,1,6,1,2,1,3,1,2,1,9,6,3,3
281324,7684365,E12000009,H,2,1,1,3,1,2,1,1,1,2,2,5,8,3,3
212301,7611181,E12000008,H,1,1,2,7,4,2,1,2,1,2,5,4,9,-9,3
195610,7593940,E12000006,H,2,1,2,5,2,2,1,1,1,2,1,7,8,3,2
370700,7772486,E12000002,H,2,1,1,8,2,2,1,3,1,2,5,1,2,-9,1
558761,7623312,E12000002,C,-9,1,2,8,1,2,1,3,1,2,5,9,11,-9,-9
63416,7462792,E12000008,H,3,1,1,4,3,2,1,1,1,1,1,4,10,3,2
259060,7661302,E12000003,H,2,1,1,5,2,2,1,2,1,2,2,3,7,4,1
80657,7475902,E12000008,H,1,1,2,4,1,2,2,1,1,9,1,6,6,3,2
173624,7574974,E12000009,H,2,1,1,8,2,2,1,1,1,9,5,5,3,-9,3
333239,7732753,E12000005,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
494790,7904748,E12000007,H,3,1,1,3,1,2,1,1,1,1,1,3,8,3,1
357107,7761007,E12000002,H,2,1,2,3,2,2,1,1,1,2,1,2,10,1,1
117961,7515054,E12000006,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
331868,7731438,E12000005,H,2,1,1,5,2,2,1,2,1,2,1,1,4,4,1
370025,7770811,E12000002,H,2,1,1,7,2,2,1,3,1,2,5,5,2,-9,2
316729,7715759,E12000005,H,1,1,1,5,1,2,1,2,1,2,3,-9,-9,-9,4
409191,7803984,E12000005,H,3,1,1,2,1,1,1,1,1,2,6,-9,-9,-9,2
525927,7929258,E12000007,H,2,1,2,3,2,2,2,3,1,2,1,7,5,2,4
542417,7956975,W92000004,H,3,1,1,3,1,2,1,1,1,1,1,3,9,3,1
507850,7914767,E12000007,H,2,1,1,3,1,2,1,1,1,5,1,4,7,3,2
69466,7464850,E12000008,H,2,1,1,7,2,2,2,3,1,2,5,8,6,-9,2
257799,7658455,E12000004,H,2,1,2,3,2,2,2,2,1,2,1,6,8,2,3
533784,7937811,W92000004,H,2,1,1,7,2,2,1,2,1,2,2,5,1,4,3
90468,7486382,E12000001,H,2,1,1,6,2,2,1,3,1,2,8,8,2,-9,2
507688,7913122,E12000007,H,2,1,2,6,2,2,2,2,1,2,1,6,11,2,3
548030,7961712,W92000004,H,2,1,2,6,2,2,1,1,1,2,1,4,9,3,2
216876,7619265,E12000002,H,5,1,2,1,1,2,1,2,1,2,-9,-9,-9,-9,-9
309353,7711479,E12000008,H,1,1,2,3,1,2,1,1,1,2,1,1,8,3,1
495366,7902589,E12000007,H,3,1,1,5,2,2,1,2,1,2,3,5,12,-9,2
256735,7657605,E12000004,H,3,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
541039,7953423,W92000004,H,2,1,1,4,2,2,2,2,3,6,1,7,11,2,4
305141,7708102,E12000008,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
527482,7930122,E12000007,H,5,1,2,3,4,2,2,2,1,2,9,9,12,-9,4
293969,7693302,E12000005,H,2,1,2,5,2,2,2,3,1,2,1,9,12,2,4
135292,7533212,E12000002,H,3,1,1,5,3,2,1,2,1,2,2,1,8,3,2
425676,7830197,E12000003,H,2,1,2,5,2,2,1,1,1,2,1,6,6,1,4
331442,7733991,E12000002,H,3,1,2,3,1,2,1,1,1,1,1,2,10,3,1
270646,7672164,E12000004,H,5,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
333143,7731585,E12000005,H,2,1,1,4,2,2,1,5,1,1,9,-9,-9,-9,2
408487,7813185,E12000005,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
79382,7471791,E12000008,H,1,1,1,4,4,2,2,1,1,2,1,5,4,3,3
79794,7480190,E12000008,H,2,1,1,4,2,2,2,1,3,6,1,9,5,2,4
506358,7907654,E12000007,H,3,1,1,4,4,2,2,1,1,1,1,3,6,3,2
224923,7625044,E12000002,H,2,1,2,3,2,2,1,2,1,1,1,4,9,2,2
147001,7544108,E12000009,H,2,1,2,3,2,2,1,2,1,2,1,2,10,3,1
103565,7501978,E12000005,H,2,1,1,2,1,2,1,2,1,1,1,7,4,3,4
247841,7648524,E12000006,H,1,1,2,8,5,2,1,2,1,2,5,4,7,-9,2
166125,7565528,E12000006,H,3,1,1,3,3,2,1,1,1,1,2,8,6,3,4
363299,7765868,E12000002,H,2,1,1,1,1,1,1,2,1,2,-9,-9,-9,-9,-9
292646,7692429,E12000005,H,2,1,2,2,1,2,1,1,1,2,1,6,11,3,2
309324,7711085,E12000008,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
174786,7572228,E12000006,H,2,1,2,2,2,2,1,2,1,1,7,9,5,-9,3
513290,7919800,E12000007,H,1,1,2,4,2,2,1,1,4,1,1,3,9,3,2
109042,7505661,E12000009,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
59070,7455003,E12000006,H,2,1,2,4,1,2,1,2,1,2,1,9,12,2,4
301156,7702680,E12000008,H,2,1,1,4,2,2,2,1,1,2,1,3,7,4,1
554139,7958077,W92000004,H,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
57626,7449788,E12000009,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
22142,7417762,E12000003,H,1,1,1,2,1,1,1,1,1,1,6,-9,-9,-9,2
304350,7706340,E12000008,H,2,1,2,6,2,2,1,2,1,2,5,1,6,-9,1
221000,7619898,E12000002,H,2,1,1,2,1,1,1,1,1,1,6,-9,-9,-9,2
254313,7655413,E12000004,H,2,1,1,6,2,2,1,4,1,9,2,5,3,3,3
505798,7908542,E12000007,H,2,1,2,4,2,2,2,2,5,2,1,7,4,2,4
368532,7773162,E12000002,H,5,1,2,4,2,2,1,1,1,1,3,9,9,-9,4
300229,7704004,E12000008,H,3,1,2,3,1,2,1,1,1,1,1,4,7,1,2
426631,7828873,E12000003,H,1,1,1,4,3,2,1,2,1,2,2,1,6,3,1
408588,7806045,E12000005,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
192482,7591458,E12000008,H,2,1,2,4,4,1,1,2,1,2,4,7,4,1,2
493346,7895376,E12000007,H,2,1,2,4,2,2,2,1,3,8,1,4,7,3,2
287698,7688272,E12000005,H,6,1,1,2,1,2,1,2,1,1,1,5,5,4,3
17601,7414464,E12000003,H,2,1,2,7,2,2,1,1,1,1,5,6,9,-9,3
19624,7413882,E12000003,H,3,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
536271,7942356,W92000004,H,5,1,2,4,1,2,1,3,1,2,8,6,11,-9,3
104117,7500672,E12000005,H,2,1,2,6,2,2,1,2,1,2,7,8,2,-9,3
240830,7638934,E12000004,H,2,1,1,8,2,2,1,3,1,2,5,1,4,-9,2
33883,7431337,E12000005,H,1,1,2,4,1,2,1,2,1,2,1,5,9,3,3
141318,7540322,E12000004,H,2,1,1,7,2,2,1,1,1,2,1,5,3,3,3
29710,7424675,E12000004,H,2,1,1,4,2,2,1,1,1,2,1,9,7,3,4
323215,7725589,E12000008,H,5,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
374753,7777408,E12000003,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
61927,7454957,E12000006,H,3,1,2,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
56893,7451813,E12000009,H,2,1,2,2,1,1,1,2,1,2,4,5,4,1,2
92988,7490975,E12000001,H,2,1,1,5,2,2,1,1,1,2,1,1,9,4,1
513663,7917043,E12000007,H,5,1,2,5,3,2,1,1,1,2,1,2,11,3,2
326568,7730052,E12000005,H,2,1,1,8,2,2,1,4,1,2,5,8,2,-9,4
130448,7527565,E12000006,H,2,1,2,8,2,2,2,3,1,2,5,2,1,-9,1
179293,7580050,E12000008,H,2,1,2,5,2,2,1,1,1,2,1,7,11,2,4
92723,7490971,E12000001,H,2,1,2,6,2,2,1,2,1,2,5,3,8,-9,1
81402,7480280,E12000008,H,5,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
17592,7414832,E12000003,H,3,1,1,4,1,2,1,2,1,1,1,3,9,3,2
274255,7671810,E12000004,H,2,1,2,1,1,1,1,1,2,2,-9,-9,-9,-9,-9
535447,7940074,W92000004,H,2,1,1,5,1,2,1,2,1,2,1,7,4,2,4
161301,7559958,E12000006,H,2,1,2,2,1,1,1,1,1,1,4,-9,-9,-9,2
357728,7758283,E12000002,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
296470,7698813,E12000006,H,2,1,1,3,2,2,2,1,1,2,1,2,2,3,1
161087,7561051,E12000006,H,1,1,2,6,4,2,1,1,1,2,2,3,8,3,1
487246,7891007,E12000007,H,3,1,2,4,1,2,2,1,4,2,1,6,9,3,4
394458,7799489,E12000001,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
565477,7591981,E12000008,C,-9,1,1,4,1,2,1,1,1,2,1,9,2,2,-9
70994,7462174,E12000008,H,1,1,2,6,2,2,2,2,4,2,1,2,11,3,2
411904,7817754,E12000005,H,4,1,2,2,1,2,1,1,1,1,9,8,4,-9,4
458853,7861548,E12000007,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
376113,7777770,E12000003,H,2,1,2,5,2,2,1,2,1,2,1,7,11,2,4
14855,7411278,E12000003,H,2,1,2,7,2,2,1,1,1,2,5,1,5,-9,2
146921,7543111,E12000009,H,3,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
551632,7950813,W92000004,H,1,1,1,3,1,2,1,2,1,1,1,3,7,3,1
468060,7870256,E12000007,H,2,1,1,3,2,2,2,3,3,2,1,4,8,1,2
532676,7938342,W92000004,H,2,1,2,4,2,2,1,1,1,2,1,4,2,2,2
200424,7599894,E12000006,H,1,1,1,7,1,2,1,3,1,2,5,2,8,-9,1
413408,7815010,E12000005,H,2,1,2,6,2,2,1,1,1,2,1,6,10,2,3
150276,7545807,E12000009,H,2,1,2,7,2,2,1,2,1,2,5,6,8,-9,2
512055,7916783,E12000007,H,1,1,1,4,1,2,2,1,1,2,1,9,5,3,4
503182,7907927,E12000007,H,3,1,2,5,4,2,1,3,1,2,1,9,8,1,4
511854,7916068,E12000007,H,2,1,2,8,2,2,1,4,1,2,5,7,4,-9,4
318512,7718717,E12000005,H,2,1,2,1,1,2,1,1,1,9,-9,-9,-9,-9,-9
564060,7545421,E12000009,C,-9,1,2,6,5,2,1,2,1,2,2,1,5,4,-9
210825,7605056,E12000008,H,3,1,1,4,1,2,1,1,1,2,1,2,10,3,1
67704,7466368,E12000008,H,2,1,1,4,2,2,1,2,1,2,7,2,6,-9,1
539645,7938403,W92000004,H,2,1,1,7,2,2,1,2,1,2,1,1,5,2,2
171189,7569463,E12000006,H,2,1,2,7,2,2,1,4,1,2,5,7,4,-9,2
292928,7693019,E12000005,H,3,1,2,5,4,2,1,1,1,2,1,4,10,3,2
78119,7472768,E12000008,H,4,1,1,6,1,2,1,1,1,2,2,5,3,3,3
195082,7593848,E12000006,H,2,1,2,7,2,2,1,2,1,2,5,4,2,-9,3
133865,7527314,E12000006,H,2,1,1,3,2,2,1,1,1,1,1,7,4,4,3
51855,7447954,E12000009,H,6,1,2,8,5,2,1,3,1,2,5,4,12,-9,2
218757,7613691,E12000008,H,2,1,1,4,2,2,1,1,1,1,1,1,6,3,1
378994,7773691,E12000002,H,2,1,2,6,2,2,1,3,1,2,5,6,11,-9,3
559819,7962476,W92000004,H,2,1,1,5,2,2,1,3,1,9,2,5,1,4,3
494472,7901377,E12000007,H,5,1,2,5,5,2,1,2,1,2,1,4,4,3,2
504677,7908477,E12000007,H,1,1,2,8,5,2,1,4,1,2,5,4,8,-9,2
519869,7925398,E12000007,H,2,1,2,3,2,2,1,1,1,1,1,2,8,2,1
447247,7851045,E12000007,H,5,1,2,5,3,2,2,2,4,2,1,6,11,3,2
263809,7664819,E12000003,H,2,1,2,4,2,2,1,2,1,1,1,3,11,2,2
117902,7518524,E12000008,H,2,1,1,6,2,2,1,2,1,2,1,5,7,3,3
109578,7505833,E12000009,H,2,1,1,5,2,2,1,1,1,2,1,7,4,3,4
97415,7494895,E12000002,H,2,1,2,4,2,2,1,4,1,2,8,3,7,-9,3
137512,7532886,E12000002,H,2,1,1,8,2,2,1,2,1,2,5,2,8,-9,1
327818,7727595,E12000008,H,2,1,2,4,2,1,1,3,1,2,6,6,10,-9,2
200625,7599099,E12000006,H,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
510900,7912910,E12000007,H,2,1,1,4,2,2,1,2,3,9,7,3,9,-9,1
492388,7894052,E12000007,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
30475,7428502,E12000005,H,2,1,1,2,1,1,1,1,1,2,6,-9,-9,-9,2
404295,7805356,E12000005,H,2,1,2,5,2,2,1,2,1,1,7,4,11,-9,3
520018,7925269,E12000007,H,2,1,2,4,2,2,1,2,4,2,1,1,8,3,2
324801,7726045,E12000008,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
531533,7932286,E12000007,H,2,1,1,5,2,2,2,1,5,6,3,7,4,-9,4
500515,7902942,E12000007,H,5,1,2,2,1,2,1,2,2,2,1,4,12,3,2
112253,7508185,E12000009,H,2,1,1,7,2,2,1,3,1,2,5,5,2,-9,2
32863,7422842,E12000004,H,3,1,2,4,1,2,1,1,1,1,1,2,9,2,1
279651,7681910,E12000009,H,2,1,1,6,2,2,1,2,1,2,2,3,12,1,2
68680,7465770,E12000008,H,1,1,1,6,1,2,1,2,1,1,1,7,4,3,4
311710,7711750,E12000008,H,2,1,2,5,2,2,1,2,1,2,1,4,2,2,2
388456,7783512,E12000003,H,2,1,1,4,2,2,1,2,1,1,1,5,6,3,3
257058,7653366,E12000004,H,2,1,1,6,2,2,2,2,1,2,1,7,4,3,4
349132,7752214,E12000002,H,3,1,2,2,1,2,2,1,1,9,7,-9,-9,-9,4
232898,7635549,E12000004,H,5,1,1,5,4,2,1,2,1,2,1,8,2,3,3
383436,7786844,E12000003,H,1,1,1,3,1,1,1,2,1,1,4,7,4,-9,2
146012,7544982,E12000009,H,3,1,1,7,4,2,1,2,1,1,2,5,3,3,3
57716,7450945,E12000009,H,2,1,2,5,2,2,1,1,1,6,1,4,6,4,2
225893,7624435,E12000002,H,5,1,2,7,5,2,2,3,1,9,5,8,2,-9,4
520893,7925669,E12000007,H,3,1,2,4,4,2,2,1,1,1,1,2,7,3,1
396774,7798281,E12000001,H,5,1,1,2,1,2,1,1,1,2,3,9,3,-9,2
494082,7897132,E12000007,H,3,1,2,3,1,2,2,1,1,1,1,1,7,4,1
98337,7498735,E12000002,H,2,1,1,6,2,2,1,3,1,1,1,1,4,4,2
84633,7483432,E12000008,H,1,1,2,8,5,2,1,2,1,2,5,6,11,-9,4
526512,7931341,E12000007,H,1,1,2,5,1,2,1,2,1,9,1,4,7,3,2
109424,7510641,E12000009,H,2,1,1,6,2,2,1,2,1,2,1,3,8,3,2
229450,7628846,E12000002,H,2,1,2,6,2,2,1,2,1,2,5,8,2,-9,4
130227,7523378,E12000006,H,4,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
25630,7423457,E12000004,H,1,1,1,5,4,2,2,1,4,6,2,8,6,3,4
357051,7757900,E12000002,H,2,1,2,4,2,2,1,2,1,2,1,7,4,2,4
127172,7526260,E12000006,H,3,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
6303,7400228,E12000001,H,3,1,2,4,4,2,1,4,1,1,8,7,4,-9,2
3598,7397690,E12000001,H,3,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
157528,7556376,E12000008,H,1,1,2,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
42526,7437424,E12000009,H,2,1,2,6,2,2,1,1,1,2,1,7,4,2,4
103402,7501735,E12000005,H,2,1,1,4,2,2,1,1,1,2,2,6,12,4,3
234854,7632787,E12000004,H,2,1,1,2,1,1,1,1,1,2,6,-9,-9,-9,2
419911,7822873,E12000005,H,2,1,1,7,2,2,1,5,1,2,5,2,9,-9,1
499377,7904906,E12000007,H,2,1,1,4,2,2,1,1,4,6,1,4,11,3,2
148623,7546121,E12000009,H,2,1,2,3,1,2,1,1,1,1,1,2,11,3,1
492877,7894117,E12000007,H,2,1,1,1,1,1,2,1,1,2,-9,-9,-9,-9,-9
178144,7578086,E12000009,H,3,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
170692,7570172,E12000006,H,2,1,2,8,2,2,1,2,1,2,5,4,6,-9,2
568312,7571536,E12000006,C,-9,1,2,8,5,2,1,4,1,1,5,-9,-9,-9,-9
302367,7704909,E12000008,H,2,1,1,5,2,2,1,1,1,9,1,1,8,4,1
206632,7605885,E12000008,H,2,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
395438,7796943,E12000001,H,4,1,2,4,4,2,1,4,1,1,9,-9,-9,-9,3
449416,7855628,E12000007,H,2,1,2,6,2,2,1,2,1,2,5,4,8,-9,4
550462,7949762,W92000004,H,6,1,2,1,1,2,1,2,1,1,-9,-9,-9,-9,-9
25048,7420502,E12000004,H,2,1,1,4,2,2,1,1,3,7,1,8,2,3,4
79040,7475288,E12000008,H,5,1,1,1,1,1,1,1,3,6,-9,-9,-9,-9,-9
182523,7580949,E12000008,H,1,1,1,5,4,2,1,2,1,1,1,3,9,3,2
269186,7666810,E12000004,H,2,1,1,5,2,2,1,2,1,2,1,1,4,4,2
502285,7905531,E12000007,H,2,1,2,5,2,2,1,2,1,2,1,2,11,2,2
22019,7419281,E12000004,H,1,1,2,6,3,2,1,1,1,1,1,1,2,3,1
384355,7784061,E12000003,H,2,1,1,3,1,2,1,2,1,2,3,8,6,-9,3
92691,7491653,E12000001,H,2,1,2,5,2,2,1,1,1,2,2,4,11,3,2
415877,7820564,E12000005,H,2,1,2,2,1,1,1,1,1,1,6,-9,-9,-9,2
458328,7863268,E12000007,H,2,1,1,3,2,2,1,2,1,1,3,4,11,-9,2
506341,7908750,E12000007,H,2,1,2,5,2,2,1,1,1,2,1,2,11,3,1
267637,7667781,E12000004,H,1,1,2,3,1,2,1,2,1,9,1,4,6,3,2
469328,7875194,E12000007,H,6,1,2,2,1,2,1,1,4,2,1,2,8,4,1
274045,7672858,E12000004,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
325043,7726527,E12000008,H,2,1,2,6,2,2,2,1,3,4,1,7,7,2,2
101992,7502155,E12000005,H,2,1,1,5,2,2,1,1,1,2,3,1,8,-9,2
187470,7586690,E12000008,H,2,1,1,6,2,2,1,5,1,9,8,3,7,-9,4
145838,7543512,E12000009,H,1,1,1,3,1,1,1,1,1,1,4,9,3,1,2
317978,7719106,E12000005,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
317469,7719879,E12000008,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
196381,7596942,E12000006,H,2,1,1,6,2,2,1,1,1,1,1,1,3,4,1
283418,7684066,E12000009,H,2,1,1,8,2,2,1,4,1,2,5,8,2,-9,4
346743,7750178,E12000002,H,2,1,2,2,2,2,1,1,1,2,1,6,11,3,2
557811,7947837,W92000004,H,1,1,1,7,1,2,1,2,1,2,5,4,6,-9,2
36065,7428630,E12000005,H,1,1,1,5,1,2,1,3,1,1,1,2,11,3,1
469926,7876818,E12000007,H,5,1,2,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
42708,7439010,E12000009,H,5,1,2,5,1,2,1,3,1,1,1,4,11,2,2
20142,7413464,E12000003,H,2,1,1,5,2,2,1,1,1,2,1,5,4,4,3
334628,7740167,E12000002,H,1,1,1,2,1,1,1,2,1,1,6,-9,-9,-9,2
267797,7670086,E12000004,H,2,1,2,8,2,2,1,3,1,2,5,4,3,-9,4
